date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2015-05-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,19.94
2015-05-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,9300,13.25
2015-05-15,Shabelle Hoose,Qoryooley,Qorioley,2597,1.78,44.53,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,7375,10.51
2015-05-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000,21.37
2015-05-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20000,28.49
2015-05-15,Togdheer,Burco,Burco,1415,9.53,45.54,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.54
2015-05-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.54
2015-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4000,5.7
2015-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,4.27
2015-05-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.54
2015-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4120,5.88
2015-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-06-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4500,
2015-06-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7100,
2015-06-15,Awdal,Borama,Borama,1413,9.94,43.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,10600,15.12
2015-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20800,29.67
2015-06-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,9900,14.12
2015-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,12000,17.12
2015-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,8000,11.41
2015-06-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,12000,17.12
2015-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,19.97
2015-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,28.53
2015-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21500,30.67
2015-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21600,30.81
2015-06-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Fuel (diesel),284,L,actual,Retail,SOS,19750,28.17
2015-06-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14750,21.04
2015-06-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,28.53
2015-06-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21250,30.31
2015-06-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Fuel (diesel),284,L,actual,Retail,SOS,20000,28.53
2015-06-15,Bari,Qardho,Qardho,1420,9.5,49.09,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,31250,44.58
2015-06-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,7760,11.07
2015-06-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,19.97
2015-06-15,Bay,Diinsoor,Dinsoor,2575,2.41,42.98,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,4440,6.33
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,10000,14.27
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,17000,24.25
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,12000,17.12
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,12000,17.12
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,non-food,Fuel (diesel),284,L,actual,Retail,SOS,20000,28.53
2015-06-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,32000,45.65
2015-06-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000,22.82
2015-06-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,10000,14.27
2015-06-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,19.97
2015-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,14800,21.11
2015-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,25000,35.66
2015-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21000,29.96
2015-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Fuel (diesel),284,L,actual,Retail,SOS,17000,24.25
2015-06-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,32000,45.65
2015-06-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14750,21.04
2015-06-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,19000,27.1
2015-06-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20250,28.89
2015-06-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,non-food,Fuel (diesel),284,L,actual,Retail,SOS,20000,28.53
2015-06-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,30000,42.8
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6000,
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,4500,
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,5000,
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.56
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7100,
2015-06-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13500,
2015-06-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,19.97
2015-06-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000,21.4
2015-06-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21200,30.24
2015-06-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-06-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,5000,
2015-06-15,Togdheer,Burco,Burco,1415,9.53,45.54,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.56
2015-06-15,Togdheer,Burco,Burco,1415,9.53,45.54,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7000,
2015-06-15,Togdheer,Burco,Burco,1415,9.53,45.54,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-06-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6000,
2015-06-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-06-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4500,
2015-06-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.56
2015-06-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7000,
2015-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4000,5.71
2015-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,3500,
2015-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4000,
2015-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,10.56
2015-06-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7100,
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4100,6.13
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4500,
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,SLS,5000,
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,11.06
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7100,
2015-07-15,Awdal,Borama,Borama,1413,9.94,43.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-07-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,11250,16.82
2015-07-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20000,29.9
2015-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,12000,17.94
2015-07-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,milk and dairy,"Milk (cow, fresh)",439,L,actual,Retail,SOS,12000,17.94
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14200,21.23
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,29.9
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21600,32.29
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21600,32.29
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Fuel (diesel),284,L,actual,Retail,SOS,19600,29.3
2015-07-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,29000,43.35
2015-07-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,19600,29.3
2015-07-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20600,30.79
2015-07-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,14200,21.23
2015-07-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Fuel (diesel),284,L,actual,Retail,SOS,20800,31.09
2015-07-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,7500,11.21
2015-07-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000,23.92
2015-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,12000,17.94
2015-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,non-food,Fuel (diesel),284,L,actual,Retail,SOS,23000,34.38
2015-07-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,30000,44.84
2015-07-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,7000,10.46
2015-07-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,9000,13.45
2015-07-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,14500,21.67
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,15000,22.42
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1175000,1756.35
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,14500000,21674.14
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21000,31.39
2015-07-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Fuel (diesel),284,L,actual,Retail,SOS,17000,25.41
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,18000,26.91
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20000,29.9
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,21500,32.14
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,non-food,Fuel (diesel),284,L,actual,Retail,SOS,21500,32.14
2015-07-15,Nugaal,Garoowe,Garowe,1418,8.4,48.48,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,35000,52.32
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6000,
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,4500,
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,5000,
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,cereals and tubers,Wheat flour,58,KG,actual,Retail,SLS,5500,
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,11.06
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7100,
2015-07-15,Sanaag,Ceerigaabo,Ceerigaabo,1416,10.62,47.37,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,9150,13.68
2015-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,20.93
2015-07-15,Shabelle Hoose,Marka,Marka (Shabelle Hoose),4631,1.71,44.76,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,8800,13.15
2015-07-15,Sool,Laas Caanood,Laas Caanood,2590,8.48,47.36,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,22000,32.88
2015-07-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-07-15,Togdheer,Burco,Burco,1415,9.53,45.54,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,5000,
2015-07-15,Togdheer,Burco,Burco,1415,9.53,45.54,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,11.06
2015-07-15,Togdheer,Burco,Burco,1415,9.53,45.54,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7000,
2015-07-15,Togdheer,Burco,Burco,1415,9.53,45.54,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6000,
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,cereals and tubers,Wheat flour,58,KG,actual,Retail,SLS,4500,
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7550,11.29
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7000,
2015-07-15,Woqooyi Galbeed,Berbera,Berbera,1412,10.44,45.01,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,5000,
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,3500,
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4000,
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,cereals and tubers,Wheat flour,58,KG,actual,Retail,SLS,4000,
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7400,11.06
2015-07-15,Woqooyi Galbeed,Hargeysa,Hargeysa,1419,9.56,44.07,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,12000,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,4120,6.24
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Rice (imported),64,KG,actual,Retail,SLS,6000,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SLS,5000,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SLS,4500,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,SLS,5500,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,7600,11.52
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,non-food,Fuel (diesel),284,L,actual,Retail,SLS,7400,
2015-08-15,Awdal,Borama,Borama,1413,9.94,43.18,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SLS,13000,
2015-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,9700,14.7
2015-08-15,Bakool,Xudur,Xudur,2103,4.12,43.89,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,20000,30.3
2015-08-15,Banadir,Banadir,Bakaara,6634,2.05,45.32,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,6640,10.06
2015-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,30.3
2015-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,21600,32.73
2015-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,14000,21.21
2015-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22500,34.09
2015-08-15,Bari,Bossaso,Bossaso,1414,11.26,49.18,non-food,Fuel (diesel),284,L,actual,Retail,SOS,20000,30.3
2015-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000,22.73
2015-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,20000,30.3
2015-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,20600,31.21
2015-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,14500,21.97
2015-08-15,Bari,Qardho,Qardho,1420,9.5,49.09,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22000,33.33
2015-08-15,Bay,Baydhaba,Baidoa,2110,3.12,43.65,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,21.21
2015-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000,22.73
2015-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,11000,16.67
2015-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,cereals and tubers,Sorghum (white),135,KG,actual,Retail,SOS,11000,16.67
2015-08-15,Hiraan,Belet Weyne,Beletweyne,1894,4.74,45.2,oil and fats,"Oil (vegetable, imported)",101,L,actual,Retail,SOS,28000,42.42
2015-08-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,6000,9.09
2015-08-15,Juba Dhexe,Bu'aale,Buale,2570,1.08,42.58,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,15000,22.73
2015-08-15,Juba Hoose,Kismaayo,Kismayo,2105,-0.36,42.55,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,21.21
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,13600,20.61
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,16000,24.24
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,16000,24.24
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,cereals and tubers,Wheat flour,58,KG,actual,Retail,SOS,20000,30.3
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Livestock (Goat),383,Unit,actual,Retail,SOS,1140000,1727.27
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,"meat, fish and eggs",Meat (camel),344,Unit,actual,Retail,SOS,14600000,22121.21
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,milk and dairy,Milk (camel),342,L,actual,Retail,SOS,31000,46.97
2015-08-15,Mudug,Gaalkacyo,Gaalkacyo,1417,6.77,47.42,non-food,Exchange rate,305,USD/LCU,actual,Retail,SOS,22000,33.33
